species,morph_SVL,morph_head_width,morph_head_length,morph_sex,morph_hind_leg_length,number_pores_males,trunk_length,trunk_width,foreleg_length,femur_length,head_depth,snout_length,snout_depth,naris_to_eye,eye_to_ear,internarial_dist,interorbital_dist,orbit_length,rostral_scale_height,rostral_scale_width,supralabial_scales,infralabial_scales,internarial_scales,tail_length,tail_depth,tail_width,age,toe_length,number_toe_lamellae,division_type,number_finger_lamellae
Gehyra nana,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,35.6,7,9,F,4.42,,16.34,,4.37,4,4.47,4.25,,3,2.59,1.16,2.58,2.33,0.73,1.53,8,7,,,,,,,5,,5
Gehyra nana,43.92,9,11,F,5.85,,20.99,,4.93,5,4.87,5.09,,4,3.81,1.21,3.68,2.88,1.16,1.68,8,8,1,,,,,,7,,6
Gehyra nana,45,9,12,M,4.95,14,20.98,,5.13,4,6.03,5.29,,4,3.79,1.39,3.37,2.82,1.05,1.8,8,7,1,,,,,,6,,6
Gehyra nana,41.7,10,12,M,6.33,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,43.55,9,10,M,4.02,13,16.61,,4.3,4,4.82,5.01,,3,3.52,1.41,3.73,2.73,1.15,1.75,8,7,1,,,,,,6,,5
Gehyra nana,42.59,9,10,F,5.37,,17.3,,4.82,5,4.38,5.19,,3,3.28,1.62,4.16,2.55,1.14,1.73,8,7,,,,,,,6,,5
Gehyra nana,41.5,8,10,M,5.42,15,13.96,,5.23,5,4.17,4.56,,3,2.97,1.14,3.32,2.45,,,8,8,1,,,,,,5,,5
Gehyra nana,37.335,7,9,J,4.37,14,15.12,7.26,3.945,4,4.385,3.875,3,3,3.04,1.26,2.59,2.27,0.77,1.43,7,8,,,,,,,7,,6
Gehyra nana,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,44.78,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,34.9,7,9,F,4.07,,13.42,,4.25,4,4.25,3.74,,3,2.49,1.16,2.59,2.36,0.65,1.31,8,8,,,,,,,6,,5
Gehyra nana,47.045,9,11,F,5.615,,18.855,9.35,5.38,5,5.095,4.79,3,3,3.16,1.35,2.29,2.54,1.18,1.79,8,8,1,,,,,,7,,6
Gehyra nana,38.285,7,9,M,5.315,13,13.915,7.71,4.29,5,3.79,4.25,3,3,2.84,1.55,2.87,2.39,0.88,1.56,7,7,1,,,,,,7,,6
Gehyra nana,38.835,7,9,J,5.05,,15.075,6.64,4.975,5,4.05,4.16,3,3,2.72,1.28,1.95,2.34,0.95,1.63,7,7,,,,,,,7,,6
Gehyra nana,43.51,9,10,M,4.79,16,16.68,,4.79,4,4.95,4.97,,3,2.79,1.56,2.91,2.6,1.02,1.75,7,7,,,,,,,6,,6
Gehyra nana,45.438,9,11,M,5.53,13,17.2,8.04,5.03,5,5.223,4.825,3,4,3.07,1.34,2.93,2.87,1.1,1.83,7,7,,,,,,,7,,6
Gehyra nana,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,40.43,7,9,F,6.4,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,41.27,8,10,F,6.31,,16.22,,5.65,6,5.75,4.8,,3,3.38,1.22,3.41,2.58,0.6,1.85,,,,,,,,,5,,5
Gehyra nana,43.93,7,11,M,5.54,,,,,5,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,47.3,10,11,F,6.77,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,46.19,9,11,M,6.14,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,46.16,8,10,F,6.34,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,47.07,8,11,F,5.91,,,,,5,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,42.26,8,9,M,6.1,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,44.16,8,11,F,6.44,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,39.25,8,10,,6.26,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,44.51,9,11,M,6.97,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,40.64,8,11,M,5.36,,,,,5,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,33.61,7,9,J,6.02,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,45.33,9,11,F,7.42,,,,,7,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,36.02,,,J,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,33.55,6,9,J,3.99,,,,,3,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,24.32,5,,J,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,44.94,9,11,F,6.63,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,39.57,8,11,M,4.52,,,,,4,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,39.01,8,10,F,4.83,,,,,4,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,45.19,8,11,F,5.36,,,,,5,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,44.55,8,11,M,4.52,,,,,4,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,42.17,8,10,M,4.74,,,,,4,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,41.04,8,10,F,4.98,,,,,4,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,25.09,,,J,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,40.68,8,10,J,5.91,,,,,5,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,37.3,8,10,J,4.42,,,,,4,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,47.46,10,12,M,7.3,,,,,7,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,43.43,10,12,M,6.96,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,45.7,8,11,M,6.94,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,47.55,10,12,M,7.62,,,,,7,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,41.11,9,10,M,5.3,,,,,5,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,45.59,10,13,M,5.75,,,,,5,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,45.92,9,11,M,4.71,15,16.18,,5.12,4,4.87,5.22,,3,3.8,1.68,3.45,2.91,1.22,1.78,7,7,1,,,,,,6,,5
Gehyra nana,47.51,10,12,M,5.34,,,,,5,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,30.64,6,9,J,3.82,,,,,3,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,41.5,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,48.7,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,35,7,9,,4.9,,,,,4,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,47.53,9,11,F,6.07,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,32.95,,,J,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,31.93,6,,M,8.88,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,38.61,8,9,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,32.43,7,7,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,34.25,6,8,F,5.33,,,,,5,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,46.7,8,10,F,6.23,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,41.49,8,10,M,5.27,,,,,5,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,41,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,51.7,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,50.84,11,11,F,6.15,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,50.07,7,13,M,6.5,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,40.58,9,11,F,7.46,,,,,7,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,38.01,8,10,M,5.04,,,,,5,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,42.18,8,11,F,6.25,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,43.68,8,11,F,6.88,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,48.94,9,11,F,6.18,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,47.76,10,11,F,6.74,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,38.44,7,10,M,5.72,,,,,5,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,44.67,9,11,F,4.62,,18.86,,4.41,4,4.44,4.75,,3,3.42,1.43,2.42,2.59,1.14,1.83,7,7,,,,,,,7,,6
Gehyra nana,44.12,8,10,M,6.68,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,34.2,7,9,J,4.47,,,,,4,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,32.06,7,9,J,4.48,,,,,4,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,31.11,6,8,J,3.88,,,,,3,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,37.23,8,9,M,5.34,,,,,5,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,31.81,,,J,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,43.12,9,10,M,4.09,15,14.92,,4.74,4,4.35,4.86,,3,3.17,1.65,2.91,2.61,1.11,1.66,7,7,,,,,,,7,,6
Gehyra nana,44.37,7,10,M,6.2,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,33.14,6,8,J,5.21,,,,,5,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,42.64,9,11,M,4.33,,,,,4,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,41.84,9,10,M,6.34,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,42.06,8,10,M,5.95,15,16.97,,4.68,5,4.79,4.73,,3,2.79,1.27,2.49,2.87,0.81,1.65,8,7,1,,,,,,6,,6
Gehyra nana,31.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,41.54,9,10,M,5.98,,,,,5,,,,,,,,,,,,,,,,,,,,,
Gehyra nana,42.84,9,10,M,7.17,,,,,7,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,65.59,13,15,M,9.84,27,27.18,12.53,8.6,9,8.08,6.41,5,,,,,,,,,,,,,,,5.2,9,,
Gehyra occidentalis,50.01,10,12,F,6.59,,21.07,9.2,5,6,6.16,4.92,4,,,,,,,,,,,,,,,3.18,7,,
Gehyra occidentalis,46.8,9,12,J,7.19,,18.93,8.77,6.78,7,6.72,5.05,4,,,,,,,,,,,,,,,3.89,9,,
Gehyra occidentalis,60.41,12,15,M,9,28,24.53,11.5,8.06,9,8.38,6.56,5,,,,,,,,,,,,,,,4.5,9,,
Gehyra occidentalis,64.19,13,16,F,9.15,,27.31,11.71,8.79,9,8.8,6.6,6,,,,,,,,,,,,,,,5.32,8,,
Gehyra occidentalis,55.47,11,14,M,7.73,23,22.66,10.25,6.99,7,6.16,5.68,4,,,,,,,,,,,,,,,4.16,8,,
Gehyra occidentalis,63.25,13,15,F,8.85,,25.83,12.83,8.15,8,7.46,6.54,5,,,,,,,,,,,,,,,4.75,9,,
Gehyra occidentalis,59.98,12,15,F,9.04,,23.86,11.57,8.54,9,6.42,6.36,5,,,,,,,,,,,,,,,5.1,8,,
Gehyra occidentalis,61.3,13,15,F,6.81,,25.24,,8.09,6,6.57,6.82,,5,3.87,1.72,4.07,4.4,1.77,2.2,9,9,,,,,,,10,,9
Gehyra occidentalis,65.47,13,15,M,8.29,24,27.17,,7.93,8,7.31,7.07,,6,4.86,1.95,4.36,3.81,1.43,2.44,10,9,1,,,,,,10,,10
Gehyra occidentalis,74.92,15,17,F,7.98,,33.52,,9.05,7,7.9,7.87,,6,5.4,2.36,4.71,4.3,1.48,2.53,10,9,1,,,,,,10,,9
Gehyra occidentalis,59.26,12,14,F,7.47,,22.06,,6.52,7,6.08,6.18,,4,3.78,1.29,3.69,3.33,1.25,1.76,8,9,,,,,,,9,,8
Gehyra occidentalis,58.48,12,15,F,7.24,,22.63,,7.71,7,7.33,6.48,,5,4.17,1.52,3.9,3.95,1.16,2.01,8,9,,,,,,,9,,8
Gehyra occidentalis,62,12,15,M,7.13,18,25.5,,7,7,7.03,6.89,,5,4.26,1.94,4.21,3.63,1.31,2.18,10,10,1,,,,,,9,,8
Gehyra occidentalis,64.665,13,15,M,8.75,25,27.58,11.5,8.21,8,7.39,6.55,5,5,4.26,1.84,4.51,4.01,1.55,2.37,8,8,1,,,,,,9,,7
Gehyra occidentalis,59.47,12,14,F,6.61,,26.24,,6.93,6,6.48,6.27,,5,4.14,1.9,3.82,3.43,1.31,2.15,9,9,1,,,,,,9,,8
Gehyra occidentalis,64.74,12,16,F,7.73,,25.02,,7.63,7,7.35,7.09,,6,4.49,1.74,5.36,3.87,1.32,2.05,9,8,1,,,,,,9,,8
Gehyra occidentalis,57.85,12,15,F,6.61,,21.4,,6.18,6,7.09,6.51,,5,4.19,1.85,3.4,3.33,1.42,1.9,10,9,1,,,,,,9,,8
Gehyra occidentalis,67.26,13,15,M,8.885,22,29.965,12.52,7.875,8,7.4,6.685,5,6,4.35,1.87,4.49,3.74,1.65,2.45,9,9,1,,,,,,9,,8
Gehyra occidentalis,63.27,13,15,M,5.91,18,24.46,,6.76,5,6.43,6.59,,5,4.3,1.78,4.47,3.75,1.21,2.14,9,9,1,,,,,,8,,8
Gehyra occidentalis,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,59.08,12,14,F,6,,24.35,,6.95,6,6.43,6.25,,4,3.47,1.67,3.98,3.43,1.38,2.09,10,9,,,,,,,8,,7
Gehyra occidentalis,44.86,9,11,F,6.41,,17.65,,4.5,6,4.24,5.11,,4,2.99,1.25,2.6,2.57,1.04,1.53,9,9,,,,,,,9,,7
Gehyra occidentalis,67.41,13,15,F,9.2,,,,,9,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,27.71,,,J,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,61.96,12,13,M,9.83,,,,,9,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,62.17,12,15,M,9.35,,,,,9,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,58.82,14,14,M,9.01,,,,,9,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,64.32,13,15,M,8.76,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,59.5,12,14,M,7.91,,,,,7,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,67.5,13,15,M,10.67,,,,,10,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,64.09,13,15,M,11.21,,,,,11,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,61.13,13,15,F,9.75,,,,,9,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,61.41,12,14,F,9.66,,,,,9,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,61.46,11,14,F,9.76,,,,,9,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,65.51,13,16,F,10.32,,,,,10,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,64.64,12,15,F,9.7,,,,,9,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,49.82,10,11,F,6.78,,17.26,,5.88,6,4.76,5.52,,4,3.58,1.68,4.3,2.78,1.11,1.85,9,8,,,,,,,9,,8
Gehyra occidentalis,65.85,12,14,F,8.56,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,62.69,13,14,M,8.53,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,61.12,13,14,M,10.18,,,,,10,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,65.82,13,17,F,10.99,,,,,10,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,50.71,10,11,F,8.01,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,64.84,13,15,F,10.25,,,,,10,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,66.84,13,13,M,9.71,,,,,9,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,62.18,13,13,M,10.05,,,,,10,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,40.63,8,11,M,6.32,,16.27,,4.74,6,4.32,4.69,,4,2.8,1.63,3.77,2.34,0.74,1.72,9,8,,,,,,,9,,8
Gehyra occidentalis,61.84,12,14,F,9.5,,,,,9,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,63.49,12,14,M,9.35,,,,,9,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,41.65,8,10,F,6.4,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,58.33,11,14,F,8.39,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,68.71,13,15,M,10.01,,,,,10,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,42.42,8,10,F,6.46,,17.72,,5.1,6,4.17,4.65,,3,3.93,1.53,4.02,2.27,1.1,1.56,9,8,1,,,,,,8,,7
Gehyra occidentalis,60.4,14,16,M,9.89,,,,,9,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,60.27,12,16,F,9.77,,,,,9,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,58.77,12,12,F,8.95,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,59.7,12,14,F,8.96,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,63.91,13,15,F,9.02,,,,,9,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,55.74,11,14,F,8.43,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,60.71,12,14,F,8.42,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,56.83,11,13,M,8.46,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,54.75,12,13,M,8.46,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,54.79,12,13,F,8.67,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,55.76,12,13,F,8.45,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,42.99,8,11,M,6.28,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,54.69,11,13,M,8.52,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,57.68,11,13,F,8.61,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,61.7,13,14,F,9.29,,,,,9,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,56.93,12,13,F,9.31,,,,,9,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,64.11,12,15,M,9.44,,,,,9,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,56.66,12,14,F,8.91,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,56.35,11,13,M,8.35,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,59.66,13,15,M,9.36,,,,,9,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,59.59,12,14,M,8.04,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,58.26,11,13,F,8.45,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,38.91,8,10,J,6.29,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,65.74,12,15,F,9.58,,,,,9,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,57.3,11,13,F,8.43,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,64.9,12,15,M,8.83,30,27.48,10.25,7.63,8,6.7,6.19,4,,,,,,,,,,,,,,,6.08,8,,
Gehyra occidentalis,61.91,13,15,M,8.18,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,67.79,13,17,M,9.78,,,,,9,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,65.97,12,15,F,9.1,,,,,9,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,61.075,12,15,M,7.89,30,25.585,11.69,7.745,7,6.695,6.53,4,5,4.52,1.85,4.41,3.6,1.27,1.93,9,9,2,,,,,,8,,8
Gehyra occidentalis,63.995,13,16,M,9.715,23,28.2,11.59,8.37,9,7.44,6.865,5,5,4.92,1.7,4.27,3.92,1.74,1.95,8,8,1,,,,,,9,,8
Gehyra occidentalis,46.98,9,12,F,5.47,,20.97,,5.26,5,5.19,5.13,,4,2.93,1.28,3.14,2.99,1.16,1.87,9,9,1,,,,,,8,,8
Gehyra occidentalis,46.58,9,12,M,6.97,21,18.05,8.93,6.94,6,5.81,4.89,3,,,,,,,,,,,,,,,3.17,7,,
Gehyra occidentalis,62.77,12,15,F,8.74,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,61.39,11,14,F,8.42,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,59.97,11,13,F,8.43,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra occidentalis,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra paranana,57.11,11,14,F,7.97,,,,,7,,,,,,,,,,,,,,,,,,,,,
Gehyra paranana,48.93,9,12,F,7.28,,18.845,8.62,5.59,7,4.955,5.345,3,4,3.77,1.11,3.44,3,1.17,1.98,7,7,1,,,,,,7,,6
Gehyra paranana,45.73,9,11,J,6.635,14,17.965,8.42,5.47,6,4.515,5.6,3,4,3.87,1.72,4.74,2.82,1.06,1.84,7,8,1,,,,,,7,,6
Gehyra paranana,53.69,10,12,F,6.795,,21.595,9.55,6.295,6,5.57,5.51,3,4,3.4,1.5,3.27,3.03,1.17,2.32,8,7,,,,,,,7,,6
Gehyra paranana,48.62,9,12,F,6.73,,19.86,8.73,6.03,6,5.05,5.12,3,,,,,,,,,,,,,,,,7,,
Gehyra paranana,54.185,10,13,M,6.93,16,22.495,9.87,6.05,6,5.965,5.55,3,4,4.07,1.68,3.44,3.4,1.42,2.3,9,8,2,,,,,,7,,6
Gehyra paranana,43.83,8,11,M,5.94,14,16.785,7.98,5.43,5,4.63,4.665,3,4,2.93,1.45,3.33,2.26,0.9,1.79,8,8,1,,,,,,7,,6
Gehyra paranana,53.715,11,13,F,6.39,,23.84,9.94,6.25,6,5.835,5.66,4,4,4.27,1.79,3.35,3.23,1.04,1.96,7,8,1,,,,,,7,,6
Gehyra paranana,42.82,8,10,F,5.43,,16.54,,4.15,5,4.32,4.8,,3,3.19,1.64,3.47,2.94,1.01,1.73,9,9,1,,,,,,7,,6
Gehyra paranana,53.52,10,12,M,6.095,15,22.005,10.55,5.79,6,5.63,5.49,3,4,3.67,1.78,4.13,3.23,1.05,1.96,9,8,1,,,,,,7,,6
Gehyra paranana,50.865,10,12,M,6.275,19,20.045,9.98,5.38,6,5.41,5.255,3,4,3.88,1.85,3.67,3.23,1.04,1.9,9,7,1,,,,,,7,,6
Gehyra paranana,38.58,8,10,J,6.03,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra paranana,54.47,11,13,F,6.91,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra paranana,54.92,11,13,F,7.01,,,,,7,,,,,,,,,,,,,,,,,,,,,
Gehyra paranana,54.565,11,13,F,6.58,,22.57,10.13,5.25,6,5.77,5.61,4,4,3.99,1.72,3.97,3.06,1.46,1.91,8,8,1,,,,,,8,,6
Gehyra paranana,44.8,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra paranana,37.26,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra paranana,50.84,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra paranana,36.6,8,9,J,4.26,,,,,4,,,,,,,,,,,,,,,,,,,,,
Gehyra paranana,53.08,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra paranana,52.51,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra paranana,53.76,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra pluraporosa,42.98,8,9,M,5.235,26,17.865,7.36,4.54,5,4.415,3.98,3,3,2.62,0.97,4.09,2.38,1.04,1.65,9,7,1,,,,,,6,,5
Gehyra pluraporosa,38.55,8,9,F,3.65,,,,3.61,3,3.63,4.15,,3,2.41,1.23,3.63,2.29,0.95,1.58,7,7,1,,,,,,7,,6
Gehyra pluraporosa,46.29,9,10,F,3.94,,15.65,,4.12,3,4.39,4.76,,3,2.93,1.58,3.36,2.61,1.2,1.84,7,7,,,,,,,6,,6
Gehyra pluraporosa,42.76,8,10,M,3.8,26,17.77,,3.96,3,4,4.53,,3,2.61,1.55,3.3,2.68,1.1,1.67,7,7,1,,,,,,7,,6
Gehyra pluraporosa,44.73,9,10,F,4.16,,18.82,,4.04,4,4.05,4.38,,3,2.53,1.58,3.65,2.35,1.06,1.72,7,6,1,,,,,,6,,5
Gehyra pseudopunctata,56.06,11,13,F,7.22,,20.72,,5.15,7,5.73,5.99,,4,3.62,1.32,3.72,3.26,1.12,2.04,9,8,1,,,,,,7,,7
Gehyra pseudopunctata,56.07,12,14,M,6.34,7,24.37,,6.42,6,5.19,5.9,,4,4.28,1.7,4.2,3.28,1.29,1.88,9,8,1,,,,,,8,,7
Gehyra pseudopunctata,52.44,9,12,M,6.53,10,20.96,8.88,6.125,6,4.88,5.14,3,4,3.65,1.55,3.17,2.74,1.05,1.62,8,8,,,,,,,7,,6
Gehyra pseudopunctata,53.64,12,13,M,9.28,,,,,9,,,,,,,,,,,,,,,,,,,,,
Gehyra pseudopunctata,55.175,10,14,M,8.11,9,22.54,10.01,6.635,8,5.41,5.585,3,4,3.75,1.6,5.06,2.8,1.1,2.13,7,6,,,,,,,8,,5
Gehyra pseudopunctata,55.61,11,13,M,8.165,10,21.405,10.61,6.57,8,5.13,6.09,3,4,5.02,1.6,4.88,3.17,1.21,2.03,8,7,,,,,,,8,,7
Gehyra pseudopunctata,49.38,10,13,M,7.38,,,,,7,,,,,,,,,,,,,,,,,,,,,
Gehyra pseudopunctata,46.62,9,11,J,6.91,8,19.395,9.08,5.38,6,4.365,5.015,3,4,3.94,1.42,3.27,2.71,1.08,1.88,8,6,,,,,,,6,,6
Gehyra pseudopunctata,47.475,9,11,F,6.385,,20.755,9.3,5.34,6,5.035,4.655,3,3,3.41,1.28,3.43,2.5,0.99,1.87,8,7,,,,,,,7,,6
Gehyra pseudopunctata,57.2,10,13,F,8.14,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra pseudopunctata,49.5,8,11,F,7.56,,,,,7,,,,,,,,,,,,,,,,,,,,,
Gehyra pseudopunctata,58.27,10,13,M,8.08,7,25.26,10.97,7.4,8,5.6,5.59,4,,,,,,,,,,,,,,,,8,,
Gehyra pseudopunctata,58.06,11,12,F,7.29,,25.335,10.75,7.08,7,5.245,5.88,3,4,3.39,1.43,4.11,2.96,1.3,2.02,8,7,,,,,,,8,,7
